1777 148 1030
1778 163 1199
1779 180 1416
1780 114 856
1781 115 857
1782 118 864
1783 123 883
1784 130 920
1785 139 981
1786 150 1072
1787 163 1199
1788 178 1368
1789 195 1585
1790 131 1073
1791 132 1074
1792 135 1081
1793 140 1100
1794 147 1137
1795 156 1198
1796 167 1289
1797 180 1416
1798 195 1585
1799 212 1802
1800 65 513
1801 66 514
1802 69 521
1803 74 540
1804 81 577
1805 90 638
1806 101 729
1807 114 856
1808 129 1025
1809 146 1242
1810 66 514
1811 67 515
1812 70 522
1813 75 541
1814 82 578
1815 91 639
1816 102 730
1817 115 857
1818 130 1026
1819 147 1243
1820 69 521
1821 70 522
1822 73 529
1823 78 548
1824 85 585
1825 94 646
1826 105 737
1827 118 864
1828 133 1033
1829 150 1250
1830 74 540
1831 75 541
1832 78 548
1833 83 567
1834 90 604
1835 99 665
1836 110 756
1837 123 883
1838 138 1052
1839 155 1269
1840 81 577
1841 82 578
1842 85 585
1843 90 604
1844 97 641
1845 106 702
1846 117 793
1847 130 920
1848 145 1089
1849 162 1306
1850 90 638
1851 91 639
1852 94 646
1853 99 665
1854 106 702
1855 115 763
1856 126 854
1857 139 981
1858 154 1150
1859 171 1367
1860 101 729
1861 102 730
1862 105 737
1863 110 756
1864 117 793
1865 126 854
1866 137 945
1867 150 1072
1868 165 1241
1869 182 1458
1870 114 856
1871 115 857
1872 118 864
1873 123 883
1874 130 920
1875 139 981
1876 150 1072
1877 163 1199
1878 178 1368
1879 195 1585
1880 129 1025
1881 130 1026
1882 133 1033
1883 138 1052
1884 145 1089
1885 154 1150
1886 165 1241
1887 178 1368
1888 193 1537
1889 210 1754
1890 146 1242
1891 147 1243
1892 150 1250
1893 155 1269
1894 162 1306
1895 171 1367
1896 182 1458
1897 195 1585
1898 210 1754
1899 227 1971
1900 82 730
1901 83 731
1902 86 738
1903 91 757
1904 98 794
1905 107 855
1906 118 946
1907 131 1073
1908 146 1242
1909 163 1459
1910 83 731
1911 84 732
1912 87 739
1913 92 758
1914 99 795
1915 108 856
1916 119 947
1917 132 1074
1918 147 1243
1919 164 1460
1920 86 738
1921 87 739
1922 90 746
1923 95 765
1924 102 802
1925 111 863
1926 122 954
1927 135 1081
1928 150 1250
1929 167 1467
1930 91 757
1931 92 758
1932 95 765
1933 100 784
1934 107 821
1935 116 882
1936 127 973
1937 140 1100
1938 155 1269
1939 172 1486
1940 98 794
1941 99 795
1942 102 802
1943 107 821
1944 114 858
1945 123 919
1946 134 1010
1947 147 1137
1948 162 1306
1949 179 1523
1950 107 855
1951 108 856
1952 111 863
1953 116 882
1954 123 919
1955 132 980
1956 143 1071
1957 156 1198
1958 171 1367
1959 188 1584
1960 118 946
1961 119 947
1962 122 954
1963 127 973
1964 134 1010
1965 143 1071
1966 154 1162
1967 167 1289
1968 182 1458
1969 199 1675
1970 131 1073
1971 132 1074
1972 135 1081
1973 140 1100
1974 147 1137
1975 156 1198
1976 167 1289
1977 180 1416
1978 195 1585
1979 212 1802
1980 146 1242
1981 147 1243
1982 150 1250
1983 155 1269
1984 162 1306
1985 171 1367
1986 182 1458
1987 195 1585
1988 210 1754
1989 227 1971
1990 163 1459
1991 164 1460
1992 167 1467
1993 172 1486
1994 179 1523
1995 188 1584
1996 199 1675
1997 212 1802
1998 227 1971
1999 244 2188
2000 4 8
2001 5 9
2002 8 16
2003 13 35
2004 20 72
2005 29 133
2006 40 224
2007 53 351
2008 68 520
2009 85 737
2010 5 9
2011 6 10
2012 9 17
2013 14 36
2014 21 73
2015 30 134
2016 41 225
2017 54 352
2018 69 521
2019 86 738
2020 8 16
2021 9 17
2022 12 24
2023 17 43
2024 24 80
2025 33 141
2026 44 232
2027 57 359
2028 72 528
2029 89 745
2030 13 35
2031 14 36
2032 17 43
2033 22 62
2034 29 99
2035 38 160
2036 49 251
2037 62 378
2038 77 547
2039 94 764
2040 20 72
2041 21 73
2042 24 80
2043 29 99
2044 36 136
2045 45 197
2046 56 288
2047 69 415
2048 84 584
2049 101 801
2050 29 133
2051 30 134
2052 33 141
2053 38 160
2054 45 197
2055 54 258
2056 65 349
2057 78 476
2058 93 645
2059 110 862
2060 40 224
2061 41 225
2062 44 232
2063 49 251
2064 56 288
2065 65 349
2066 76 440
2067 89 567
2068 104 736
2069 121 953
2070 53 351
2071 54 352
2072 57 359
2073 62 378
2074 69 415
2075 78 476
2076 89 567
2077 102 694
2078 117 863
2079 134 1080
2080 68 520
2081 69 521
2082 72 528
2083 77 547
2084 84 584
2085 93 645
2086 104 736
2087 117 863
2088 132 1032
2089 149 1249
2090 85 737
2091 86 738
2092 89 745
2093 94 764
